Ranking,ID_Cliente,Probabilidade_Churn,Faixa_Risco,Principais_Fatores_de_Risco,Meses_de_Contrato,Tipo_Contrato,Servico_Internet,Mensalidade,Total_Pago,Forma_Pagamento,Fatura_Sem_Papel,Genero,Idoso,Tem_Parceiro,Tem_Dependentes
3401,0661-WCQNQ,5.2,Baixo,—,22,One year,DSL,56.25,1292.2,Credit card (automatic),Yes,Male,0,Yes,No
3402,9473-CBZOP,5.2,Baixo,—,28,One year,DSL,59.0,1654.45,Mailed check,No,Female,0,No,No
3403,3530-VWVGU,5.2,Baixo,Contrato mensal,22,Month-to-month,No,19.9,400.3,Mailed check,No,Female,0,Yes,Yes
3404,9670-BPNXF,5.2,Baixo,—,45,One year,DSL,62.55,2796.45,Credit card (automatic),Yes,Female,0,No,No
3405,8409-WQJUX,5.2,Baixo,Pagamento por cheque eletrônico,25,One year,DSL,54.2,1423.15,Electronic check,No,Female,0,No,No
3406,7554-NEWDD,5.2,Baixo,Cliente novo (≤12 meses),10,Two year,No,25.7,251.6,Bank transfer (automatic),No,Male,0,No,No
3407,2164-SOQXL,5.2,Baixo,Contrato mensal,20,Month-to-month,No,20.05,406.05,Mailed check,No,Female,0,Yes,Yes
3408,9867-XOBQA,5.2,Baixo,—,21,Two year,DSL,53.15,1183.2,Mailed check,No,Female,0,No,Yes
3409,3957-HHLMR,5.1,Baixo,—,70,One year,DSL,65.2,4543.15,Bank transfer (automatic),No,Female,0,Yes,Yes
3410,1830-GGFNM,5.1,Baixo,"Internet fibra óptica, Mensalidade alta",65,Two year,Fiber optic,94.55,6078.75,Credit card (automatic),No,Male,0,Yes,Yes
3411,2616-FLVQC,5.1,Baixo,—,64,Two year,No,19.55,1240.15,Mailed check,No,Male,0,No,No
3412,0536-BGFMZ,5.1,Baixo,Contrato mensal,28,Month-to-month,No,20.5,563.05,Mailed check,No,Female,0,Yes,No
3413,1972-XMUWV,5.1,Baixo,—,65,Two year,DSL,59.8,3808.2,Credit card (automatic),Yes,Female,0,Yes,No
3414,1338-CECEE,5.1,Baixo,—,41,One year,DSL,68.5,2839.95,Bank transfer (automatic),No,Male,0,Yes,Yes
3415,8639-NHQEI,5.1,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,95.9,6954.15,Bank transfer (automatic),Yes,Female,0,Yes,Yes
3416,1257-SXUXQ,5.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,No,19.45,86.05,Mailed check,No,Male,0,Yes,Yes
3417,2511-MORQY,5.1,Baixo,—,50,One year,DSL,54.9,2614.1,Bank transfer (automatic),No,Male,0,Yes,Yes
3418,0197-PNKNK,5.1,Baixo,"Internet fibra óptica, Mensalidade alta",69,One year,Fiber optic,84.45,5848.6,Bank transfer (automatic),No,Female,0,Yes,Yes
3419,8690-UPCZI,5.1,Baixo,—,29,One year,DSL,69.05,1958.45,Bank transfer (automatic),No,Male,0,Yes,Yes
3420,4032-RMHCI,5.1,Baixo,—,41,One year,DSL,35.4,1412.4,Credit card (automatic),No,Female,0,Yes,Yes
3421,7061-OVMIM,5.1,Baixo,—,30,One year,No,19.55,608.5,Bank transfer (automatic),No,Female,0,Yes,Yes
3422,0594-UFTUL,5.1,Baixo,Contrato mensal,13,Month-to-month,No,19.85,252.0,Mailed check,Yes,Male,0,Yes,Yes
3423,0519-DRGTI,5.1,Baixo,Contrato mensal,20,Month-to-month,No,20.35,442.6,Mailed check,No,Female,0,Yes,Yes
3424,9648-BCHKM,5.1,Baixo,—,18,Two year,No,24.65,471.35,Credit card (automatic),Yes,Female,0,Yes,Yes
3425,7247-XOZPB,5.1,Baixo,Mensalidade alta,53,One year,DSL,77.4,4155.95,Bank transfer (automatic),No,Male,0,Yes,No
3426,5269-NRGDP,5.1,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",42,One year,DSL,73.15,3088.25,Electronic check,No,Male,0,Yes,Yes
3427,8735-NBLWT,5.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",9,Month-to-month,No,20.4,184.1,Mailed check,No,Male,0,No,Yes
3428,0526-SXDJP,5.0,Baixo,—,72,Two year,DSL,42.1,2962.0,Bank transfer (automatic),No,Male,0,Yes,No
3429,8966-OIQHG,5.0,Baixo,—,22,One year,No,20.75,452.35,Bank transfer (automatic),No,Female,0,Yes,Yes
3430,4942-VZZOM,5.0,Baixo,—,64,One year,DSL,66.15,4392.5,Credit card (automatic),Yes,Male,0,Yes,No
3431,5989-AXPUC,5.0,Baixo,"Internet fibra óptica, Mensalidade alta",68,Two year,Fiber optic,118.6,7990.05,Mailed check,No,Female,0,Yes,No
3432,2054-PJOCK,5.0,Baixo,Mensalidade alta,60,One year,DSL,80.55,4847.05,Credit card (automatic),No,Female,0,No,No
3433,2904-GGUAZ,5.0,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,84.05,6052.25,Bank transfer (automatic),Yes,Female,0,Yes,No
3434,4018-KJYUY,5.0,Baixo,Contrato mensal,22,Month-to-month,No,20.15,432.5,Credit card (automatic),No,Male,0,No,Yes
3435,8024-XNAFQ,5.0,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,107.4,7748.75,Bank transfer (automatic),Yes,Female,1,No,No
3436,7746-QYVCO,5.0,Baixo,—,16,One year,DSL,55.85,857.8,Mailed check,Yes,Male,0,Yes,Yes
3437,4445-KWOKW,5.0,Baixo,—,42,One year,DSL,60.15,2421.6,Bank transfer (automatic),Yes,Female,0,No,No
3438,7311-MQJCH,5.0,Baixo,"Cliente novo (≤12 meses), Pagamento por cheque eletrônico",5,One year,No,19.55,99.6,Electronic check,No,Female,0,No,No
3439,1150-FTQGN,5.0,Baixo,"Internet fibra óptica, Mensalidade alta",60,One year,Fiber optic,94.15,5811.8,Bank transfer (automatic),No,Female,0,Yes,Yes
3440,1937-OTUKY,5.0,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,98.2,7015.9,Bank transfer (automatic),Yes,Female,0,Yes,No
3441,0756-MPZRL,5.0,Baixo,—,46,One year,DSL,33.7,1537.85,Credit card (automatic),No,Male,0,No,No
3442,0014-BMAQU,5.0,Baixo,"Internet fibra óptica, Mensalidade alta",63,Two year,Fiber optic,84.65,5377.8,Credit card (automatic),Yes,Male,0,Yes,No
3443,5716-EZXZN,5.0,Baixo,"Internet fibra óptica, Mensalidade alta",65,Two year,Fiber optic,99.05,6416.7,Credit card (automatic),Yes,Female,0,Yes,Yes
3444,4598-ZADCK,4.9,Baixo,Pagamento por cheque eletrônico,53,One year,DSL,53.6,2879.2,Electronic check,Yes,Female,0,No,No
3445,3704-IEAXF,4.9,Baixo,—,72,Two year,DSL,53.65,3784.0,Credit card (automatic),No,Female,0,Yes,Yes
3446,8510-TMWYB,4.9,Baixo,—,54,Two year,DSL,59.8,3246.45,Bank transfer (automatic),Yes,Female,0,Yes,Yes
3447,8681-ICONS,4.9,Baixo,Contrato mensal,29,Month-to-month,No,20.65,654.85,Mailed check,Yes,Male,0,Yes,Yes
3448,8069-RHUXK,4.9,Baixo,—,67,Two year,DSL,35.7,2545.7,Credit card (automatic),No,Female,0,Yes,Yes
3449,4578-PHJYZ,4.9,Baixo,Pagamento por cheque eletrônico,52,One year,DSL,68.75,3482.85,Electronic check,Yes,Male,0,Yes,Yes
3450,1850-AKQEP,4.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",8,Month-to-month,No,20.35,178.7,Mailed check,No,Male,0,No,Yes
3451,1661-CZBAU,4.9,Baixo,Mensalidade alta,48,One year,DSL,70.95,3629.2,Bank transfer (automatic),Yes,Male,0,No,No
3452,3441-CGZJH,4.9,Baixo,—,43,One year,DSL,60.4,2640.55,Credit card (automatic),Yes,Female,0,Yes,Yes
3453,2324-AALNO,4.9,Baixo,—,48,One year,No,24.55,1203.95,Bank transfer (automatic),No,Female,0,No,No
3454,7901-IIDQV,4.8,Baixo,—,24,One year,DSL,54.6,1242.25,Bank transfer (automatic),No,Male,0,No,No
3455,5260-UMPWX,4.8,Baixo,Contrato mensal,26,Month-to-month,No,20.25,493.95,Credit card (automatic),Yes,Female,0,Yes,Yes
3456,3486-KHMLI,4.8,Baixo,Contrato mensal,21,Month-to-month,No,24.7,467.15,Mailed check,No,Male,0,No,Yes
3457,3397-AVTKU,4.8,Baixo,Pagamento por cheque eletrônico,43,Two year,DSL,60.0,2548.55,Electronic check,Yes,Male,0,No,No
3458,9625-QNLUX,4.8,Baixo,"Internet fibra óptica, Mensalidade alta",68,Two year,Fiber optic,103.25,7074.4,Credit card (automatic),Yes,Male,0,Yes,Yes
3459,6476-EPYZR,4.8,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",12,Month-to-month,No,20.5,255.5,Mailed check,No,Male,0,Yes,Yes
3460,0048-PIHNL,4.8,Baixo,—,49,One year,No,20.45,900.9,Bank transfer (automatic),No,Female,0,Yes,No
3461,8496-DMZUK,4.8,Baixo,"Internet fibra óptica, Mensalidade alta",30,One year,Fiber optic,90.4,2820.65,Bank transfer (automatic),No,Male,0,No,No
3462,8097-VBQTZ,4.8,Baixo,Contrato mensal,54,Month-to-month,DSL,69.9,3883.3,Mailed check,Yes,Male,0,No,No
3463,4719-UMSIY,4.8,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,19.65,100.9,Mailed check,No,Male,0,No,Yes
3464,9359-JANWS,4.8,Baixo,—,65,Two year,DSL,58.9,3857.1,Credit card (automatic),No,Female,0,Yes,No
3465,1159-WFSGR,4.8,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",16,Month-to-month,No,20.4,321.4,Electronic check,No,Female,0,Yes,Yes
3466,3511-BFTJW,4.8,Baixo,—,72,Two year,DSL,38.5,2763.0,Credit card (automatic),No,Male,0,Yes,Yes
3467,5825-XJOCM,4.8,Baixo,—,48,One year,DSL,64.4,3035.35,Bank transfer (automatic),Yes,Male,0,No,Yes
3468,8007-YYPWD,4.8,Baixo,—,15,Two year,No,25.05,369.1,Bank transfer (automatic),No,Female,0,No,No
3469,3882-IYOIJ,4.8,Baixo,"Internet fibra óptica, Mensalidade alta",60,Two year,Fiber optic,115.25,6758.45,Credit card (automatic),No,Female,0,Yes,Yes
3470,6778-EICRF,4.8,Baixo,Mensalidade alta,24,One year,DSL,74.8,1821.2,Mailed check,No,Male,0,Yes,Yes
3471,3115-CZMZD,4.7,Baixo,Cliente novo (≤12 meses),0,Two year,No,20.25,0.0,Mailed check,No,Male,0,No,Yes
3472,8792-AOROI,4.7,Baixo,Cliente novo (≤12 meses),8,Two year,DSL,65.5,564.35,Mailed check,No,Female,0,Yes,No
3473,1568-BEKZM,4.7,Baixo,Mensalidade alta,70,Two year,DSL,90.05,6333.4,Credit card (automatic),No,Male,1,Yes,No
3474,5172-RKOCB,4.7,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,108.95,7875.0,Credit card (automatic),Yes,Male,0,Yes,No
3475,7623-HKYRK,4.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,19.7,111.65,Mailed check,No,Male,0,No,Yes
3476,1302-TPUBN,4.7,Baixo,—,66,Two year,No,19.35,1240.8,Bank transfer (automatic),No,Male,0,No,No
3477,1960-UOTYM,4.7,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",52,Two year,DSL,79.2,4016.3,Electronic check,No,Male,0,Yes,Yes
3478,2812-ENYMO,4.7,Baixo,—,26,One year,DSL,54.55,1362.85,Credit card (automatic),No,Male,0,No,No
3479,5256-SKJGO,4.7,Baixo,Pagamento por cheque eletrônico,64,Two year,DSL,54.6,3423.5,Electronic check,Yes,Female,0,Yes,Yes
3480,9987-LUTYD,4.7,Baixo,—,13,One year,DSL,55.15,742.9,Mailed check,No,Female,0,No,No
3481,9067-YGSCA,4.7,Baixo,—,70,One year,No,26.05,1856.4,Credit card (automatic),No,Female,0,No,No
3482,3392-EHMNK,4.7,Baixo,"Internet fibra óptica, Mensalidade alta",67,Two year,Fiber optic,94.1,6302.8,Credit card (automatic),No,Female,0,Yes,Yes
3483,7771-ZONAT,4.7,Baixo,—,22,Two year,DSL,56.75,1304.85,Bank transfer (automatic),No,Male,0,No,No
3484,4806-DXQCE,4.7,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",70,Two year,Fiber optic,113.65,7714.65,Electronic check,Yes,Female,1,Yes,No
3485,7688-AWMDX,4.7,Baixo,—,71,Two year,DSL,54.5,3778.2,Bank transfer (automatic),No,Male,0,Yes,No
3486,8165-CBKXO,4.7,Baixo,—,66,Two year,DSL,56.75,3708.4,Credit card (automatic),Yes,Male,0,Yes,Yes
3487,7781-EWARA,4.7,Baixo,Pagamento por cheque eletrônico,70,One year,DSL,60.35,4138.7,Electronic check,No,Male,0,Yes,Yes
3488,1729-VLAZJ,4.7,Baixo,Cliente novo (≤12 meses),10,One year,DSL,40.25,411.45,Mailed check,No,Female,0,No,Yes
3489,7995-ZHHNZ,4.7,Baixo,—,42,One year,DSL,56.1,2386.85,Credit card (automatic),No,Male,0,Yes,No
3490,5906-DVAPM,4.7,Baixo,Mensalidade alta,55,One year,DSL,75.0,4213.9,Credit card (automatic),Yes,Female,0,Yes,Yes
3491,8595-SIZNC,4.7,Baixo,—,22,One year,No,25.6,548.8,Bank transfer (automatic),No,Female,1,Yes,No
3492,9184-GALIL,4.6,Baixo,Contrato mensal,38,Month-to-month,No,20.45,781.25,Mailed check,No,Female,0,Yes,Yes
3493,3617-XLSGQ,4.6,Baixo,"Internet fibra óptica, Mensalidade alta",66,Two year,Fiber optic,109.25,7082.5,Bank transfer (automatic),No,Female,0,Yes,Yes
3494,2162-FRZAA,4.6,Baixo,—,63,Two year,DSL,39.35,2395.05,Bank transfer (automatic),No,Male,0,Yes,Yes
3495,9830-ECLEN,4.6,Baixo,—,58,One year,DSL,50.0,2919.85,Mailed check,No,Male,0,Yes,Yes
3496,0106-UGRDO,4.6,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",69,Two year,Fiber optic,116.0,8182.85,Electronic check,Yes,Female,0,Yes,No
3497,1345-GKDZZ,4.6,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,19.55,128.6,Mailed check,No,Male,0,No,Yes
3498,0305-SQECB,4.6,Baixo,Cliente novo (≤12 meses),11,One year,DSL,36.05,402.6,Mailed check,Yes,Female,0,No,Yes
3499,9746-YKGXB,4.6,Baixo,—,52,One year,DSL,44.25,2276.1,Bank transfer (automatic),No,Male,0,Yes,Yes
3500,6064-PUPMC,4.6,Baixo,—,23,One year,DSL,57.2,1423.35,Credit card (automatic),No,Male,0,Yes,Yes
3501,0234-TEVTT,4.6,Baixo,—,48,One year,DSL,45.0,2196.3,Credit card (automatic),No,Female,0,Yes,Yes
3502,6371-NZYEG,4.6,Baixo,—,16,Two year,DSL,64.25,1024.0,Mailed check,No,Male,0,Yes,Yes
3503,7005-CYUIL,4.6,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",71,Two year,Fiber optic,99.4,7168.25,Electronic check,Yes,Female,1,Yes,No
3504,0907-HQNTS,4.6,Baixo,"Internet fibra óptica, Mensalidade alta",70,Two year,Fiber optic,113.0,7987.6,Credit card (automatic),Yes,Female,1,Yes,No
3505,3933-DQPWX,4.6,Baixo,—,50,Two year,DSL,39.7,1932.75,Credit card (automatic),No,Female,0,No,No
3506,0872-CASZJ,4.6,Baixo,—,59,One year,DSL,69.1,4096.9,Mailed check,Yes,Male,0,Yes,No
3507,8879-XUAHX,4.6,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",71,Two year,Fiber optic,116.25,8564.75,Electronic check,Yes,Male,0,Yes,No
3508,3795-CAWEX,4.6,Baixo,"Internet fibra óptica, Mensalidade alta",70,Two year,Fiber optic,116.55,8152.3,Credit card (automatic),Yes,Male,0,Yes,Yes
3509,2361-UPSND,4.6,Baixo,Mensalidade alta,46,One year,DSL,70.6,3231.05,Mailed check,No,Female,0,Yes,No
3510,6016-LVTJQ,4.5,Baixo,Contrato mensal,34,Month-to-month,No,20.65,716.4,Mailed check,No,Female,0,Yes,Yes
3511,7929-SKFGK,4.5,Baixo,"Internet fibra óptica, Mensalidade alta",70,Two year,Fiber optic,114.3,8244.3,Credit card (automatic),No,Male,0,Yes,No
3512,9581-GVBXT,4.5,Baixo,—,59,One year,DSL,34.8,1980.3,Mailed check,No,Male,0,Yes,Yes
3513,2430-RRYUW,4.5,Baixo,—,66,One year,DSL,54.8,3465.7,Mailed check,Yes,Male,0,No,No
3514,9730-DRTMJ,4.5,Baixo,Mensalidade alta,32,One year,DSL,72.8,2333.05,Credit card (automatic),Yes,Male,0,Yes,No
3515,4568-KNYWR,4.5,Baixo,—,52,Two year,DSL,63.25,3342.45,Credit card (automatic),Yes,Male,0,No,No
3516,5641-DMBFJ,4.5,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",58,Two year,DSL,84.3,4916.4,Electronic check,Yes,Female,0,Yes,No
3517,4304-XUMGI,4.5,Baixo,Mensalidade alta,50,Two year,DSL,75.15,3822.45,Bank transfer (automatic),Yes,Male,1,Yes,Yes
3518,0788-DXBFY,4.5,Baixo,Pagamento por cheque eletrônico,58,One year,No,19.55,1108.8,Electronic check,Yes,Male,0,Yes,Yes
3519,1930-QPBVZ,4.5,Baixo,"Internet fibra óptica, Mensalidade alta",68,Two year,Fiber optic,95.1,6683.4,Bank transfer (automatic),No,Male,0,Yes,Yes
3520,2724-FJDYW,4.5,Baixo,—,39,One year,DSL,54.85,2191.7,Bank transfer (automatic),No,Male,0,No,Yes
3521,1320-GVNHT,4.5,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,108.4,7767.25,Credit card (automatic),Yes,Male,0,Yes,Yes
3522,6736-DHUQI,4.5,Baixo,"Internet fibra óptica, Mensalidade alta",67,One year,Fiber optic,84.8,5598.3,Bank transfer (automatic),No,Female,0,Yes,Yes
3523,4203-QGNZA,4.5,Baixo,Contrato mensal,28,Month-to-month,No,20.25,535.35,Mailed check,No,Female,0,No,Yes
3524,0679-TDGAK,4.5,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",50,One year,DSL,75.5,4025.6,Electronic check,No,Male,0,Yes,Yes
3525,5372-FBKBN,4.5,Baixo,Contrato mensal,21,Month-to-month,No,20.75,452.2,Mailed check,No,Female,0,No,Yes
3526,3648-GZPHF,4.5,Baixo,—,32,One year,DSL,36.25,1151.05,Mailed check,Yes,Male,0,Yes,Yes
3527,9705-ZJBCG,4.5,Baixo,—,13,One year,DSL,54.15,701.05,Bank transfer (automatic),No,Female,0,Yes,Yes
3528,2188-SXWVT,4.5,Baixo,—,34,One year,DSL,55.0,1885.15,Mailed check,No,Female,0,No,No
3529,9928-BZVLZ,4.5,Baixo,Cliente novo (≤12 meses),12,Two year,DSL,49.85,552.1,Mailed check,No,Female,0,No,No
3530,9674-EHPPG,4.5,Baixo,—,46,Two year,DSL,40.4,1842.7,Credit card (automatic),No,Male,0,Yes,No
3531,7025-WCBNE,4.5,Baixo,—,47,Two year,DSL,59.6,2754.0,Bank transfer (automatic),No,Male,1,No,No
3532,4304-TSPVK,4.4,Baixo,"Internet fibra óptica, Mensalidade alta",68,Two year,Fiber optic,114.9,7843.55,Bank transfer (automatic),No,Female,0,Yes,No
3533,5203-XEHAX,4.4,Baixo,Pagamento por cheque eletrônico,34,One year,DSL,64.35,2053.05,Electronic check,No,Female,0,No,No
3534,9796-MVYXX,4.4,Baixo,—,14,Two year,DSL,39.7,692.35,Mailed check,No,Female,1,No,No
3535,0853-TWRVK,4.4,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,105.6,7581.5,Bank transfer (automatic),No,Male,0,Yes,No
3536,8597-CTXVJ,4.4,Baixo,—,70,One year,DSL,64.95,4551.5,Bank transfer (automatic),No,Male,0,No,Yes
3537,7771-CFQRQ,4.4,Baixo,—,47,Two year,DSL,63.8,3007.25,Bank transfer (automatic),No,Female,0,Yes,Yes
3538,7017-VFHAY,4.4,Baixo,"Internet fibra óptica, Mensalidade alta",61,Two year,Fiber optic,115.1,7008.15,Credit card (automatic),No,Female,0,Yes,Yes
3539,6543-JXSOO,4.4,Baixo,—,23,One year,DSL,57.75,1282.85,Mailed check,Yes,Female,0,Yes,Yes
3540,7817-OMJNA,4.4,Baixo,—,14,One year,No,20.4,275.7,Bank transfer (automatic),No,Male,0,No,No
3541,8680-CGLTP,4.4,Baixo,Pagamento por cheque eletrônico,29,One year,DSL,58.75,1696.2,Electronic check,Yes,Male,0,No,No
3542,1455-HFBXA,4.4,Baixo,"Internet fibra óptica, Mensalidade alta",52,Two year,Fiber optic,91.6,4627.8,Credit card (automatic),Yes,Male,0,Yes,No
3543,0023-UYUPN,4.4,Baixo,Pagamento por cheque eletrônico,50,One year,No,25.2,1306.3,Electronic check,No,Female,1,Yes,No
3544,1090-ESELR,4.4,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,105.5,7611.55,Bank transfer (automatic),No,Male,0,Yes,Yes
3545,8608-OZTLB,4.4,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",38,One year,DSL,74.05,2802.3,Electronic check,No,Male,0,Yes,Yes
3546,3156-QLHBO,4.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,19.25,48.35,Mailed check,No,Male,0,No,Yes
3547,2039-JONDJ,4.3,Baixo,—,27,One year,DSL,55.45,1477.65,Bank transfer (automatic),No,Male,0,No,No
3548,3569-VLDHH,4.3,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",66,One year,DSL,75.1,5013.0,Electronic check,Yes,Male,0,Yes,Yes
3549,3258-SYSWS,4.3,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,113.8,7845.8,Bank transfer (automatic),No,Male,1,No,No
3550,6064-ZATLR,4.3,Baixo,—,27,Two year,DSL,52.85,1498.65,Bank transfer (automatic),No,Female,0,No,No
3551,5996-EBTKM,4.3,Baixo,—,67,Two year,DSL,69.9,4615.9,Bank transfer (automatic),Yes,Female,0,Yes,Yes
3552,9194-GFVOI,4.3,Baixo,Mensalidade alta,42,Two year,DSL,84.35,3571.6,Credit card (automatic),No,Female,0,Yes,No
3553,3551-GAEGL,4.3,Baixo,—,34,One year,DSL,30.4,938.65,Bank transfer (automatic),No,Male,0,Yes,Yes
3554,1402-PTHGN,4.3,Baixo,—,18,One year,DSL,61.5,1087.45,Mailed check,Yes,Female,0,Yes,Yes
3555,6463-HHXJR,4.3,Baixo,"Internet fibra óptica, Mensalidade alta",71,Two year,Fiber optic,100.5,7030.65,Bank transfer (automatic),No,Female,0,Yes,Yes
3556,4702-HDRKD,4.3,Baixo,—,67,One year,DSL,49.35,3321.35,Bank transfer (automatic),Yes,Male,0,No,No
3557,3800-LYTRK,4.3,Baixo,—,14,One year,DSL,55.7,795.15,Mailed check,No,Female,0,No,No
3558,0604-THJFP,4.2,Baixo,Mensalidade alta,59,Two year,DSL,75.95,4542.35,Credit card (automatic),Yes,Female,0,Yes,Yes
3559,3315-IKYZQ,4.2,Baixo,—,28,One year,DSL,50.8,1386.8,Mailed check,No,Male,0,Yes,Yes
3560,2466-NEJOJ,4.2,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",8,Month-to-month,No,19.65,169.75,Credit card (automatic),No,Male,0,Yes,Yes
3561,5318-YKDPV,4.2,Baixo,Mensalidade alta,43,Two year,DSL,79.15,3566.6,Credit card (automatic),Yes,Male,0,Yes,Yes
3562,2077-DDHJK,4.2,Baixo,Mensalidade alta,68,Two year,DSL,70.9,4911.35,Credit card (automatic),No,Female,0,Yes,No
3563,9359-UGBTK,4.2,Baixo,Mensalidade alta,67,One year,DSL,72.35,4991.5,Bank transfer (automatic),Yes,Female,0,No,No
3564,8606-OEGQZ,4.2,Baixo,—,18,Two year,No,25.3,454.65,Credit card (automatic),No,Female,0,No,Yes
3565,8454-AATJP,4.2,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,115.05,8405.0,Credit card (automatic),No,Female,0,No,No
3566,2550-AEVRU,4.2,Baixo,Pagamento por cheque eletrônico,57,One year,DSL,53.45,3053.0,Electronic check,No,Female,0,Yes,Yes
3567,6242-FEGFD,4.2,Baixo,"Internet fibra óptica, Mensalidade alta",66,Two year,Fiber optic,96.6,6424.25,Mailed check,No,Male,0,Yes,No
3568,0620-XEFWH,4.2,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,18.85,84.2,Mailed check,No,Male,0,Yes,Yes
3569,1222-KJNZD,4.2,Baixo,Contrato mensal,40,Month-to-month,No,20.4,745.3,Bank transfer (automatic),Yes,Male,0,Yes,Yes
3570,4403-BWPAY,4.2,Baixo,—,14,One year,No,24.8,321.7,Credit card (automatic),Yes,Male,0,No,No
3571,1038-RQOST,4.2,Baixo,Contrato mensal,19,Month-to-month,No,20.6,414.95,Mailed check,No,Male,0,Yes,Yes
3572,8169-SAEJD,4.2,Baixo,—,69,Two year,DSL,56.55,3952.65,Credit card (automatic),No,Male,1,Yes,No
3573,6872-HXFNF,4.2,Baixo,—,64,One year,DSL,58.35,3756.45,Bank transfer (automatic),No,Female,0,Yes,No
3574,7996-BPXHY,4.1,Baixo,—,13,Two year,No,25.0,332.5,Bank transfer (automatic),Yes,Female,0,Yes,Yes
3575,9225-BZLNZ,4.1,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",72,Two year,DSL,85.25,6083.1,Electronic check,Yes,Male,0,Yes,No
3576,2405-LBMUW,4.1,Baixo,—,61,One year,DSL,50.7,3088.75,Bank transfer (automatic),Yes,Female,0,Yes,Yes
3577,4877-TSOFF,4.1,Baixo,Mensalidade alta,55,One year,DSL,75.75,4264.25,Bank transfer (automatic),Yes,Female,0,Yes,Yes
3578,3174-AKMAS,4.1,Baixo,—,46,Two year,DSL,64.2,3009.5,Credit card (automatic),Yes,Female,0,Yes,No
3579,4915-BFSXL,4.1,Baixo,—,70,Two year,DSL,68.95,4858.7,Credit card (automatic),No,Male,0,Yes,Yes
3580,7356-AYNJP,4.1,Baixo,"Cliente novo (≤12 meses), Pagamento por cheque eletrônico",4,One year,No,23.9,97.5,Electronic check,No,Female,0,No,No
3581,9229-RQABD,4.1,Baixo,—,18,One year,No,23.75,424.5,Mailed check,No,Male,0,No,No
3582,1904-WAJAA,4.1,Baixo,Pagamento por cheque eletrônico,24,Two year,DSL,64.35,1558.65,Electronic check,No,Female,0,Yes,Yes
3583,1699-UOTXU,4.1,Baixo,Pagamento por cheque eletrônico,60,Two year,DSL,61.4,3638.25,Electronic check,No,Male,0,No,No
3584,2256-YLYLP,4.1,Baixo,Mensalidade alta,68,Two year,DSL,72.95,4953.25,Bank transfer (automatic),Yes,Male,0,Yes,Yes
3585,4712-UYOOI,4.1,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",20,Month-to-month,No,20.0,417.65,Electronic check,No,Female,0,Yes,Yes
3586,4980-URKXC,4.1,Baixo,—,36,One year,No,20.85,720.05,Bank transfer (automatic),No,Male,0,Yes,No
3587,6013-BHCAW,4.1,Baixo,Mensalidade alta,61,Two year,DSL,81.0,4976.15,Bank transfer (automatic),Yes,Male,0,Yes,Yes
3588,6551-ZCOTS,4.1,Baixo,—,33,One year,No,24.9,847.8,Bank transfer (automatic),Yes,Male,1,No,No
3589,5944-UGLLK,4.1,Baixo,—,53,One year,DSL,54.9,3045.75,Credit card (automatic),No,Male,0,No,No
